author,title,rating,description,source,buy_link
"Raymond E. Feist, Janny Wurts","Daughter of the Empire (The Empire Trilogy, #1)",4.24,"Book by Raymond E. Feist, Janny Wurts",goodbooks,"https://www.amazon.in/s?k=Daughter+of+the+Empire+(The+Empire+Trilogy,+#1)"
Neal Shusterman,"Everlost (Skinjacker, #1)",3.94,Book by Neal Shusterman,goodbooks,"https://www.amazon.in/s?k=Everlost+(Skinjacker,+#1)"
Kresley Cole,Dreams of a Dark Warrior (Immortals After Dark #11),4.39,Book by Kresley Cole,goodbooks,https://www.amazon.in/s?k=Dreams+of+a+Dark+Warrior+(Immortals+After+Dark+#11)
"John Grisham, Richard Thomas","Theodore Boone: Kid Lawyer (Theodore Boone, #1)",3.72,"Book by John Grisham, Richard Thomas",goodbooks,"https://www.amazon.in/s?k=Theodore+Boone:+Kid+Lawyer+(Theodore+Boone,+#1)"
Chris Ware,"Jimmy Corrigan, the Smartest Kid on Earth",4.1,Book by Chris Ware,goodbooks,"https://www.amazon.in/s?k=Jimmy+Corrigan,+the+Smartest+Kid+on+Earth"
Richard Peck,"A Year Down Yonder (A Long Way from Chicago, #2)",4.1,Book by Richard Peck,goodbooks,"https://www.amazon.in/s?k=A+Year+Down+Yonder+(A+Long+Way+from+Chicago,+#2)"
Kristen Ashley,"Own the Wind (Chaos, #1)",4.22,Book by Kristen Ashley,goodbooks,"https://www.amazon.in/s?k=Own+the+Wind+(Chaos,+#1)"
Carlos Ruiz Zafón,Marina,3.99,Book by Carlos Ruiz Zafón,goodbooks,https://www.amazon.in/s?k=Marina
Ann Brashares,My Name Is Memory,3.7,Book by Ann Brashares,goodbooks,https://www.amazon.in/s?k=My+Name+Is+Memory
Jeanette Winterson,Written on the Body,4.08,Book by Jeanette Winterson,goodbooks,https://www.amazon.in/s?k=Written+on+the+Body
Colleen Houck,"Tiger's Voyage (The Tiger Saga, #3)",4.35,Book by Colleen Houck,goodbooks,"https://www.amazon.in/s?k=Tiger's+Voyage+(The+Tiger+Saga,+#3)"
Dean Koontz,"Dead and Alive (Dean Koontz's Frankenstein, #3)",4.01,Book by Dean Koontz,goodbooks,"https://www.amazon.in/s?k=Dead+and+Alive+(Dean+Koontz's+Frankenstein,+#3)"
Matt Ridley,Genome: the Autobiography of a Species in 23 Chapters,4.02,Book by Matt Ridley,goodbooks,https://www.amazon.in/s?k=Genome:+the+Autobiography+of+a+Species+in+23+Chapters
Sandra Boynton,The Going-To-Bed Book,4.22,Book by Sandra Boynton,goodbooks,https://www.amazon.in/s?k=The+Going-To-Bed+Book
Louise Rennison,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",3.97,Book by Louise Rennison,goodbooks,"https://www.amazon.in/s?k=Knocked+Out+by+My+Nunga-Nungas+(Confessions+of+Georgia+Nicolson,+#3)"
"Tim LaHaye, Jerry B. Jenkins","Desecration (Left Behind, #9)",4.0,"Book by Tim LaHaye, Jerry B. Jenkins",goodbooks,"https://www.amazon.in/s?k=Desecration+(Left+Behind,+#9)"
Phil Klay,Redeployment,3.98,Book by Phil Klay,goodbooks,https://www.amazon.in/s?k=Redeployment
Libba Bray,Going Bovine,3.65,Book by Libba Bray,goodbooks,https://www.amazon.in/s?k=Going+Bovine
James M. Cain,The Postman Always Rings Twice,3.81,Book by James M. Cain,goodbooks,https://www.amazon.in/s?k=The+Postman+Always+Rings+Twice
Carrie Ryan,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",3.91,Book by Carrie Ryan,goodbooks,"https://www.amazon.in/s?k=The+Dead-Tossed+Waves+(The+Forest+of+Hands+and+Teeth,+#2)"
Robert Kurson,Shadow Divers,4.26,Book by Robert Kurson,goodbooks,https://www.amazon.in/s?k=Shadow+Divers
Clare Vanderpool,Moon Over Manifest,4.02,Book by Clare Vanderpool,goodbooks,https://www.amazon.in/s?k=Moon+Over+Manifest
Amitav Ghosh,The Glass Palace,3.94,Book by Amitav Ghosh,goodbooks,https://www.amazon.in/s?k=The+Glass+Palace
"Jessica Anthony, Rodrigo Corral",Chopsticks,3.72,"Book by Jessica Anthony, Rodrigo Corral",goodbooks,https://www.amazon.in/s?k=Chopsticks
Lisa Scottoline,Every Fifteen Minutes,3.72,Book by Lisa Scottoline,goodbooks,https://www.amazon.in/s?k=Every+Fifteen+Minutes
James Dashner,"The Eye of Minds (The Mortality Doctrine, #1)",3.85,Book by James Dashner,goodbooks,"https://www.amazon.in/s?k=The+Eye+of+Minds+(The+Mortality+Doctrine,+#1)"
Agatha Christie,"4:50 from Paddington (Miss Marple, #8)",3.92,Book by Agatha Christie,goodbooks,"https://www.amazon.in/s?k=4:50+from+Paddington+(Miss+Marple,+#8)"
J.D. Robb,"Ceremony in Death (In Death, #5)",4.26,Book by J.D. Robb,goodbooks,"https://www.amazon.in/s?k=Ceremony+in+Death+(In+Death,+#5)"
"Jo Nesbø, Don Bartlett","Cockroaches (Harry Hole, #2)",3.71,"Book by Jo Nesbø, Don Bartlett",goodbooks,"https://www.amazon.in/s?k=Cockroaches+(Harry+Hole,+#2)"
Charlaine Harris,"Grave Surprise (Harper Connelly, #2)",3.88,Book by Charlaine Harris,goodbooks,"https://www.amazon.in/s?k=Grave+Surprise+(Harper+Connelly,+#2)"
"Isabel Allende, Margaret Sayers Peden","City of the Beasts (Eagle and Jaguar, #1)",3.69,"Book by Isabel Allende, Margaret Sayers Peden",goodbooks,"https://www.amazon.in/s?k=City+of+the+Beasts+(Eagle+and+Jaguar,+#1)"
"Naguib Mahfouz, نجيب محفوظ",أولاد حارتنا,4.1,"Book by Naguib Mahfouz, نجيب محفوظ",goodbooks,https://www.amazon.in/s?k=أولاد+حارتنا
China Miéville,"The Scar (Bas-Lag, #2)",4.15,Book by China Miéville,goodbooks,"https://www.amazon.in/s?k=The+Scar+(Bas-Lag,+#2)"
Meg Cabot,"Haunted (The Mediator, #5)",4.15,Book by Meg Cabot,goodbooks,"https://www.amazon.in/s?k=Haunted+(The+Mediator,+#5)"
Anne McCaffrey,"Dragondrums (Harper Hall, #3)",4.04,Book by Anne McCaffrey,goodbooks,"https://www.amazon.in/s?k=Dragondrums+(Harper+Hall,+#3)"
Rachel Simon,The Story of Beautiful Girl,3.92,Book by Rachel Simon,goodbooks,https://www.amazon.in/s?k=The+Story+of+Beautiful+Girl
Dava Sobel,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",3.74,Book by Dava Sobel,goodbooks,"https://www.amazon.in/s?k=Galileo's+Daughter:+A+Historical+Memoir+of+Science,+Faith+and+Love"
Leon Uris,Mila 18,4.27,Book by Leon Uris,goodbooks,https://www.amazon.in/s?k=Mila+18
Allen Say,Drawing from Memory,3.81,Book by Allen Say,goodbooks,https://www.amazon.in/s?k=Drawing+from+Memory
Amitav Ghosh,"Sea of Poppies (Ibis Trilogy, #1)",3.93,Book by Amitav Ghosh,goodbooks,"https://www.amazon.in/s?k=Sea+of+Poppies+(Ibis+Trilogy,+#1)"
"Isaac Asimov, Robert Silverberg",Nightfall,4.01,"Book by Isaac Asimov, Robert Silverberg",goodbooks,https://www.amazon.in/s?k=Nightfall
"Melinda Long, David Shannon",How I Became a Pirate,4.07,"Book by Melinda Long, David Shannon",goodbooks,https://www.amazon.in/s?k=How+I+Became+a+Pirate
Edward Abbey,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",4.08,Book by Edward Abbey,goodbooks,"https://www.amazon.in/s?k=The+Monkey+Wrench+Gang+(Monkey+Wrench+Gang,+#1)"
John Irving,Last Night in Twisted River,3.74,Book by John Irving,goodbooks,https://www.amazon.in/s?k=Last+Night+in+Twisted+River
Rob Bell,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",3.54,Book by Rob Bell,goodbooks,"https://www.amazon.in/s?k=Love+Wins:+A+Book+About+Heaven,+Hell,+and+the+Fate+of+Every+Person+Who+Ever+Lived"
Rachel Caine,"Bite Club (The Morganville Vampires, #10)",4.23,Book by Rachel Caine,goodbooks,"https://www.amazon.in/s?k=Bite+Club+(The+Morganville+Vampires,+#10)"
Jeffrey Archer,A Matter of Honor,3.9,Book by Jeffrey Archer,goodbooks,https://www.amazon.in/s?k=A+Matter+of+Honor
Linda Howard,Mr. Perfect,4.07,Book by Linda Howard,goodbooks,https://www.amazon.in/s?k=Mr.+Perfect
M. Leighton,"Up to Me (The Bad Boys, #2)",4.12,Book by M. Leighton,goodbooks,"https://www.amazon.in/s?k=Up+to+Me+(The+Bad+Boys,+#2)"
Mira Lyn Kelly,"Waking Up Married (Waking Up, #1)",3.53,Book by Mira Lyn Kelly,goodbooks,"https://www.amazon.in/s?k=Waking+Up+Married+(Waking+Up,+#1)"
Linwood Barclay,No Time for Goodbye (No Time For Goodbye #1),4.0,Book by Linwood Barclay,goodbooks,https://www.amazon.in/s?k=No+Time+for+Goodbye+(No+Time+For+Goodbye+#1)
Katherine Hannigan,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",3.86,Book by Katherine Hannigan,goodbooks,"https://www.amazon.in/s?k=Ida+B.+.+.+and+Her+Plans+to+Maximize+Fun,+Avoid+Disaster,+and+(Possibly)+Save+the+World"
Robin Hobb,"The Dragon Keeper (Rain Wild Chronicles, #1)",3.93,Book by Robin Hobb,goodbooks,"https://www.amazon.in/s?k=The+Dragon+Keeper+(Rain+Wild+Chronicles,+#1)"
Aldo Leopold,A Sand County Almanac and Sketches Here and There,4.24,Book by Aldo Leopold,goodbooks,https://www.amazon.in/s?k=A+Sand+County+Almanac+and+Sketches+Here+and+There
"Eric Knight, Marguerite Kirmse",Lassie Come-Home,4.16,"Book by Eric Knight, Marguerite Kirmse",goodbooks,https://www.amazon.in/s?k=Lassie+Come-Home
"T. Colin Campbell, Thomas M. Campbell II","The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",4.21,"Book by T. Colin Campbell, Thomas M. Campbell II",goodbooks,"https://www.amazon.in/s?k=The+China+Study:+The+Most+Comprehensive+Study+of+Nutrition+Ever+Conducted+And+the+Startling+Implications+for+Diet,+Weight+Loss,+And+Long-term+Health"
"Julia Donaldson, Axel Scheffler",The Gruffalo,4.47,"Book by Julia Donaldson, Axel Scheffler",goodbooks,https://www.amazon.in/s?k=The+Gruffalo
Douglas Adams,"The Salmon of Doubt (Dirk Gently, #3)",3.92,Book by Douglas Adams,goodbooks,"https://www.amazon.in/s?k=The+Salmon+of+Doubt+(Dirk+Gently,+#3)"
Arthur C. Clarke,The City and the Stars,4.08,Book by Arthur C. Clarke,goodbooks,https://www.amazon.in/s?k=The+City+and+the+Stars
"Sui Ishida, 石田 スイ","Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",4.43,"Book by Sui Ishida, 石田 スイ",goodbooks,"https://www.amazon.in/s?k=Tokyo+Ghoul,+tome+1+(Tokyo+Ghoul,+#1)"
Cressida Cowell,"How to Train Your Dragon (How to Train Your Dragon, #1)",3.85,Book by Cressida Cowell,goodbooks,"https://www.amazon.in/s?k=How+to+Train+Your+Dragon+(How+to+Train+Your+Dragon,+#1)"
David Foster Wallace,Brief Interviews with Hideous Men,3.88,Book by David Foster Wallace,goodbooks,https://www.amazon.in/s?k=Brief+Interviews+with+Hideous+Men
Mary Higgins Clark,All Around the Town,3.94,Book by Mary Higgins Clark,goodbooks,https://www.amazon.in/s?k=All+Around+the+Town
Lauren Conrad,"L.A. Candy (L.A. Candy, #1)",3.36,Book by Lauren Conrad,goodbooks,"https://www.amazon.in/s?k=L.A.+Candy+(L.A.+Candy,+#1)"
Kiera Cass,The Siren,3.78,Book by Kiera Cass,goodbooks,https://www.amazon.in/s?k=The+Siren
Greg Iles,The Quiet Game,4.17,Book by Greg Iles,goodbooks,https://www.amazon.in/s?k=The+Quiet+Game
Joseph J. Ellis,American Sphinx: The Character of Thomas Jefferson,3.9,Book by Joseph J. Ellis,goodbooks,https://www.amazon.in/s?k=American+Sphinx:+The+Character+of+Thomas+Jefferson
"Jo Nesbø, Don Bartlett",Headhunters,3.78,"Book by Jo Nesbø, Don Bartlett",goodbooks,https://www.amazon.in/s?k=Headhunters
Daniel Silva,"The Messenger (Gabriel Allon, #6)",4.18,Book by Daniel Silva,goodbooks,"https://www.amazon.in/s?k=The+Messenger+(Gabriel+Allon,+#6)"
Paul Bowles,The Sheltering Sky,3.92,Book by Paul Bowles,goodbooks,https://www.amazon.in/s?k=The+Sheltering+Sky
Patrick Ness,The Rest of Us Just Live Here,3.76,Book by Patrick Ness,goodbooks,https://www.amazon.in/s?k=The+Rest+of+Us+Just+Live+Here
Alison Weir,The Lady Elizabeth,3.97,Book by Alison Weir,goodbooks,https://www.amazon.in/s?k=The+Lady+Elizabeth
Lily Koppel,The Astronaut Wives Club,3.26,Book by Lily Koppel,goodbooks,https://www.amazon.in/s?k=The+Astronaut+Wives+Club
"G.K. Chesterton, Jonathan Lethem",The Man Who Was Thursday: A Nightmare,3.85,"Book by G.K. Chesterton, Jonathan Lethem",goodbooks,https://www.amazon.in/s?k=The+Man+Who+Was+Thursday:+A+Nightmare
"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",Cheaper by the Dozen,3.99,"Book by Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",goodbooks,https://www.amazon.in/s?k=Cheaper+by+the+Dozen
"Douglas Preston, Mario Spezi",The Monster of Florence,3.72,"Book by Douglas Preston, Mario Spezi",goodbooks,https://www.amazon.in/s?k=The+Monster+of+Florence
Daniel Woodrell,Winter's Bone,3.92,Book by Daniel Woodrell,goodbooks,https://www.amazon.in/s?k=Winter's+Bone
Laurell K. Hamilton,"Seduced by Moonlight (Merry Gentry, #3)",4.05,Book by Laurell K. Hamilton,goodbooks,"https://www.amazon.in/s?k=Seduced+by+Moonlight+(Merry+Gentry,+#3)"
Bernard Cornwell,"Sword Song (The Saxon Stories, #4)",4.28,Book by Bernard Cornwell,goodbooks,"https://www.amazon.in/s?k=Sword+Song+(The+Saxon+Stories,+#4)"
Jessica Seinfeld,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,3.39,Book by Jessica Seinfeld,goodbooks,https://www.amazon.in/s?k=Deceptively+Delicious:+Simple+Secrets+to+Get+Your+Kids+Eating+Good+Food
Anita Shreve,The Weight of Water,3.62,Book by Anita Shreve,goodbooks,https://www.amazon.in/s?k=The+Weight+of+Water
Katie Ashley,"Music of the Heart (Runaway Train, #1)",4.0,Book by Katie Ashley,goodbooks,"https://www.amazon.in/s?k=Music+of+the+Heart+(Runaway+Train,+#1)"
Maeve Binchy,Scarlet Feather,3.93,Book by Maeve Binchy,goodbooks,https://www.amazon.in/s?k=Scarlet+Feather
Aleatha Romig,"Truth (Consequences, #2)",4.38,Book by Aleatha Romig,goodbooks,"https://www.amazon.in/s?k=Truth+(Consequences,+#2)"
"Terry Pratchett, Paul Kidby","The Last Hero (Discworld, #27; Rincewind #7)",4.15,"Book by Terry Pratchett, Paul Kidby",goodbooks,"https://www.amazon.in/s?k=The+Last+Hero+(Discworld,+#27;+Rincewind+#7)"
Isaac Asimov,Fantastic Voyage,3.89,Book by Isaac Asimov,goodbooks,https://www.amazon.in/s?k=Fantastic+Voyage
Philip Gourevitch,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,4.3,Book by Philip Gourevitch,goodbooks,https://www.amazon.in/s?k=We+Wish+to+Inform+You+That+Tomorrow+We+Will+Be+Killed+with+Our+Families
Jonathan Cahn,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,3.93,Book by Jonathan Cahn,goodbooks,https://www.amazon.in/s?k=The+Harbinger:+The+Ancient+Mystery+that+Holds+the+Secret+of+America's+Future
Daniel Silva,"The English Girl (Gabriel Allon, #13)",4.08,Book by Daniel Silva,goodbooks,"https://www.amazon.in/s?k=The+English+Girl+(Gabriel+Allon,+#13)"
Susan Vreeland,Clara and Mr. Tiffany,3.71,Book by Susan Vreeland,goodbooks,https://www.amazon.in/s?k=Clara+and+Mr.+Tiffany
Jennifer E. Smith,The Geography of You and Me,3.68,Book by Jennifer E. Smith,goodbooks,https://www.amazon.in/s?k=The+Geography+of+You+and+Me
L.A. Weatherly,"Angel (Angel, #1)",3.89,Book by L.A. Weatherly,goodbooks,"https://www.amazon.in/s?k=Angel+(Angel,+#1)"
Brandon Mull,"Seeds of Rebellion (Beyonders, #2)",4.25,Book by Brandon Mull,goodbooks,"https://www.amazon.in/s?k=Seeds+of+Rebellion+(Beyonders,+#2)"
Adeline Yen Mah,Chinese Cinderella: The True Story of an Unwanted Daughter,4.04,Book by Adeline Yen Mah,goodbooks,https://www.amazon.in/s?k=Chinese+Cinderella:+The+True+Story+of+an+Unwanted+Daughter
John Sandford,"Chosen Prey (Lucas Davenport, #12)",4.23,Book by John Sandford,goodbooks,"https://www.amazon.in/s?k=Chosen+Prey+(Lucas+Davenport,+#12)"
"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",Raymond E. Feist's Magician Master,4.43,"Book by Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",goodbooks,https://www.amazon.in/s?k=Raymond+E.+Feist's+Magician+Master
Vi Keeland,Bossman,4.25,Book by Vi Keeland,goodbooks,https://www.amazon.in/s?k=Bossman
J.R. Ward,The Black Dagger Brotherhood: An Insider's Guide,4.32,Book by J.R. Ward,goodbooks,https://www.amazon.in/s?k=The+Black+Dagger+Brotherhood:+An+Insider's+Guide
"Joe Hill, Gabriel Rodríguez","Locke & Key, Vol. 2: Head Games",4.36,"Book by Joe Hill, Gabriel Rodríguez",goodbooks,"https://www.amazon.in/s?k=Locke+&+Key,+Vol.+2:+Head+Games"
"Beverly Cleary, Alan Tiegreen","Ramona and Her Father (Ramona, #4)",4.02,"Book by Beverly Cleary, Alan Tiegreen",goodbooks,"https://www.amazon.in/s?k=Ramona+and+Her+Father+(Ramona,+#4)"
Agatha Christie,The Secret Adversary (Tommy and Tuppence #1),3.82,Book by Agatha Christie,goodbooks,https://www.amazon.in/s?k=The+Secret+Adversary+(Tommy+and+Tuppence+#1)
"Julio Cortázar, Gregory Rabassa",Hopscotch,4.25,"Book by Julio Cortázar, Gregory Rabassa",goodbooks,https://www.amazon.in/s?k=Hopscotch
Karin Slaughter,"Fallen (Will Trent, #5)",4.23,Book by Karin Slaughter,goodbooks,"https://www.amazon.in/s?k=Fallen+(Will+Trent,+#5)"
Marissa Meyer,"Stars Above (The Lunar Chronicles, #4.5)",4.27,Book by Marissa Meyer,goodbooks,"https://www.amazon.in/s?k=Stars+Above+(The+Lunar+Chronicles,+#4.5)"
Eric Clapton,Clapton: The Autobiography,3.81,Book by Eric Clapton,goodbooks,https://www.amazon.in/s?k=Clapton:+The+Autobiography
Naomi Klein,No Logo,3.86,Book by Naomi Klein,goodbooks,https://www.amazon.in/s?k=No+Logo
Harlan Coben,No Second Chance,4.05,Book by Harlan Coben,goodbooks,https://www.amazon.in/s?k=No+Second+Chance
Hunter S. Thompson,Fear and Loathing on the Campaign Trail '72,4.1,Book by Hunter S. Thompson,goodbooks,https://www.amazon.in/s?k=Fear+and+Loathing+on+the+Campaign+Trail+'72
P.D. James,Shroud for a Nightingale (Adam Dalgliesh #4),4.04,Book by P.D. James,goodbooks,https://www.amazon.in/s?k=Shroud+for+a+Nightingale+(Adam+Dalgliesh+#4)
Sarah Addison Allen,"First Frost (Waverley Family, #2)",3.95,Book by Sarah Addison Allen,goodbooks,"https://www.amazon.in/s?k=First+Frost+(Waverley+Family,+#2)"
Ted Chiang,Stories of Your Life and Others,4.27,Book by Ted Chiang,goodbooks,https://www.amazon.in/s?k=Stories+of+Your+Life+and+Others
Mario Vargas Llosa,Travesuras de la niña mala,4.04,Book by Mario Vargas Llosa,goodbooks,https://www.amazon.in/s?k=Travesuras+de+la+niña+mala
Heidi W. Durrow,The Girl Who Fell from the Sky,3.6,Book by Heidi W. Durrow,goodbooks,https://www.amazon.in/s?k=The+Girl+Who+Fell+from+the+Sky
Bret Easton Ellis,Lunar Park,3.6,Book by Bret Easton Ellis,goodbooks,https://www.amazon.in/s?k=Lunar+Park
Lisa Gardner,"Hide (Detective D.D. Warren, #2)",4.14,Book by Lisa Gardner,goodbooks,"https://www.amazon.in/s?k=Hide+(Detective+D.D.+Warren,+#2)"
Habiburrahman El-Shirazy,Ayat-Ayat Cinta,3.81,Book by Habiburrahman El-Shirazy,goodbooks,https://www.amazon.in/s?k=Ayat-Ayat+Cinta
Erin Watt,"Broken Prince (The Royals, #2)",4.11,Book by Erin Watt,goodbooks,"https://www.amazon.in/s?k=Broken+Prince+(The+Royals,+#2)"
"Paulo Coelho, Margaret Jull Costa",Manuscript Found in Accra,3.8,"Book by Paulo Coelho, Margaret Jull Costa",goodbooks,https://www.amazon.in/s?k=Manuscript+Found+in+Accra
Lisa Scottoline,Save Me,3.63,Book by Lisa Scottoline,goodbooks,https://www.amazon.in/s?k=Save+Me
Clive Barker,Weaveworld,4.13,Book by Clive Barker,goodbooks,https://www.amazon.in/s?k=Weaveworld
Mary Higgins Clark,"Loves Music, Loves to Dance",3.89,Book by Mary Higgins Clark,goodbooks,"https://www.amazon.in/s?k=Loves+Music,+Loves+to+Dance"
D.J. MacHale,"The Rivers of Zadaa (Pendragon, #6)",4.19,Book by D.J. MacHale,goodbooks,"https://www.amazon.in/s?k=The+Rivers+of+Zadaa+(Pendragon,+#6)"
Kristen Ashley,"Sweet Dreams (Colorado Mountain, #2)",4.42,Book by Kristen Ashley,goodbooks,"https://www.amazon.in/s?k=Sweet+Dreams+(Colorado+Mountain,+#2)"
Robert K. Massie,Nicholas and Alexandra,4.25,Book by Robert K. Massie,goodbooks,https://www.amazon.in/s?k=Nicholas+and+Alexandra
Janet Evanovich,"Wicked Business (Lizzy & Diesel, #2)",3.76,Book by Janet Evanovich,goodbooks,"https://www.amazon.in/s?k=Wicked+Business+(Lizzy+&+Diesel,+#2)"
Chris Grabenstein,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),4.13,Book by Chris Grabenstein,goodbooks,https://www.amazon.in/s?k=Escape+from+Mr.+Lemoncello's+Library+(Mr.+Lemoncello's+Library+#1)
Robert A. Heinlein,Friday,3.82,Book by Robert A. Heinlein,goodbooks,https://www.amazon.in/s?k=Friday
Francine Rivers,"Her Mother's Hope (Marta's Legacy, #1)",4.28,Book by Francine Rivers,goodbooks,"https://www.amazon.in/s?k=Her+Mother's+Hope+(Marta's+Legacy,+#1)"
David Wiesner,Tuesday,4.17,Book by David Wiesner,goodbooks,https://www.amazon.in/s?k=Tuesday
Tom Clancy,"Red Rabbit (Jack Ryan Universe, #3)",3.64,Book by Tom Clancy,goodbooks,"https://www.amazon.in/s?k=Red+Rabbit+(Jack+Ryan+Universe,+#3)"
Mercedes Lackey,"Arrows of the Queen (Heralds of Valdemar, #1)",4.16,Book by Mercedes Lackey,goodbooks,"https://www.amazon.in/s?k=Arrows+of+the+Queen+(Heralds+of+Valdemar,+#1)"
Joan Didion,Slouching Towards Bethlehem,4.24,Book by Joan Didion,goodbooks,https://www.amazon.in/s?k=Slouching+Towards+Bethlehem
Raymond E. Feist,"Rise of a Merchant Prince (The Serpentwar Saga, #2)",4.02,Book by Raymond E. Feist,goodbooks,"https://www.amazon.in/s?k=Rise+of+a+Merchant+Prince+(The+Serpentwar+Saga,+#2)"
Courtney Allison Moulton,"Angelfire (Angelfire, #1)",3.93,Book by Courtney Allison Moulton,goodbooks,"https://www.amazon.in/s?k=Angelfire+(Angelfire,+#1)"
Stephen King,Mile 81,3.62,Book by Stephen King,goodbooks,https://www.amazon.in/s?k=Mile+81
Paul Auster,The Brooklyn Follies,3.81,Book by Paul Auster,goodbooks,https://www.amazon.in/s?k=The+Brooklyn+Follies
"Holly Black, Tony DiTerlizzi","The Ironwood Tree (The Spiderwick Chronicles, #4)",3.92,"Book by Holly Black, Tony DiTerlizzi",goodbooks,"https://www.amazon.in/s?k=The+Ironwood+Tree+(The+Spiderwick+Chronicles,+#4)"
